guest_key,guest_id,full_name,nationality,lifetime_bookings,lifetime_spend,first_stay_date,last_stay_date
5128599618855879347,5128599618855879347,,PRT,11,1284.01,2016-05-05,2017-04-27
5129732527708005549,5129732527708005549,,AGO,1,714.0,2017-04-02,2017-04-02
5131790247605950415,5131790247605950415,,ROU,4,1148.0,2016-07-16,2016-08-05
5131952358864377505,5131952358864377505,,PRT,3,0.0,2017-06-15,2017-08-20
5132444849843179171,5132444849843179171,,LVA,1,378.0,2016-10-01,2016-10-01
5133538825354039186,5133538825354039186,,PRT,3,175.0,2016-11-02,2017-03-01
5134588134394915763,5134588134394915763,,AUS,1,256.5,2016-10-19,2016-10-19
5136373971806564929,5136373971806564929,,ESP,9,1680.1999999999998,2015-09-29,2017-05-09
5141573305087032134,5141573305087032134,,GBR,2,0.0,2015-10-09,2016-10-14
5143410719317126726,5143410719317126726,,BRA,1,230.4,2015-09-20,2015-09-20
5144116337573818419,5144116337573818419,,BEL,1,225.0,2016-07-23,2016-07-23
5147069881331644059,5147069881331644059,,FRA,15,4184.0,2015-11-03,2015-11-12
5149175779495260154,5149175779495260154,,PRT,1,168.0,2015-11-17,2015-11-17
5150922223104892410,5150922223104892410,,PRT,2,179.0,2016-01-25,2016-02-25
5152836175855554451,5152836175855554451,,PRT,1,74.0,2017-04-18,2017-04-18
5155633962424704435,5155633962424704435,,FRA,1,84.0,2016-07-25,2016-07-25
5155780866248526709,5155780866248526709,,ARG,1,443.79,2016-11-07,2016-11-07
5157577866556371279,5157577866556371279,,ITA,1,220.0,2017-05-09,2017-05-09
5157887659690723243,5157887659690723243,,ESP,3,380.0,2016-10-05,2016-10-17
5161221119999885368,5161221119999885368,,USA,2,408.0,2017-03-28,2017-06-13
5161655175312423348,5161655175312423348,,IRL,1,80.0,2016-08-28,2016-08-28
5164463609088844107,5164463609088844107,,FRA,2,210.0,2016-01-20,2017-06-21
5166119194051435543,5166119194051435543,,UNK,2,282.81,2016-10-31,2016-11-19
5166293666662269930,5166293666662269930,,PRT,12,3529.21,2015-08-12,2017-08-06
5167269733841074377,5167269733841074377,,SLE,1,850.01,2017-07-27,2017-07-27
5168567213070678859,5168567213070678859,,TUR,1,270.0,2015-10-06,2015-10-06
5169392528052200179,5169392528052200179,,PRT,1,42.0,2016-05-19,2016-05-19
5175366807059132892,5175366807059132892,,PRT,1,318.14,2016-09-14,2016-09-14
5177367030861107802,5177367030861107802,,FRA,1,108.0,2017-03-23,2017-03-23
5179892742395424416,5179892742395424416,,IND,1,156.60000000000002,2016-03-21,2016-03-21
5180446723528289982,5180446723528289982,,PRT,7,4017.0,2017-03-30,2017-04-05
5184489271397207437,5184489271397207437,,ITA,83,28686.09,2015-09-02,2017-08-30
5185896367622652877,5185896367622652877,,USA,1,315.99,2017-04-15,2017-04-15
5186694076424442288,5186694076424442288,,BRA,1,441.0,2016-07-19,2016-07-19
5187658959216085940,5187658959216085940,,DEU,3,3171.58,2015-07-15,2016-04-09
5188959787264811354,5188959787264811354,,PRT,1,195.0,2015-09-28,2015-09-28
5191594102507180571,5191594102507180571,,DNK,5,2259.0,2016-04-24,2017-08-15
5191984359382718130,5191984359382718130,,PRT,1,330.6,2015-12-31,2015-12-31
5193544734394511553,5193544734394511553,,ARG,2,266.4,2016-05-02,2016-05-02
5199238015162902780,5199238015162902780,,ESP,1,162.0,2016-12-16,2016-12-16
5199406615779178417,5199406615779178417,,FIN,1,150.0,2016-11-21,2016-11-21
5199803848646733041,5199803848646733041,,PRT,6,0.0,2016-02-12,2016-10-15
5201256383972850768,5201256383972850768,,LUX,1,255.0,2016-03-15,2016-03-15
5201905049933799529,5201905049933799529,,PRT,2,120.0,2017-03-20,2017-03-20
5202580916901551655,5202580916901551655,,SVN,1,130.0,2016-11-28,2016-11-28
5205744325178733919,5205744325178733919,,PRT,2,180.0,2017-05-09,2017-05-10
5206221969810414906,5206221969810414906,,PRT,2,65.0,2015-12-17,2016-01-11
5207328078005208244,5207328078005208244,,SYR,1,548.0,2017-04-29,2017-04-29
5208146653591324809,5208146653591324809,,PRT,1,45.0,2017-05-07,2017-05-07
5208416947368822372,5208416947368822372,,PRT,8,1092.0,2015-11-22,2017-02-04
5210255142500707934,5210255142500707934,,PRT,3,500.0,2015-07-15,2016-01-02
5211008363728417712,5211008363728417712,,ROU,1,190.0,2016-06-24,2016-06-24
5211212513268428852,5211212513268428852,,MAR,1,100.0,2017-06-27,2017-06-27
5212150967206165220,5212150967206165220,,ESP,1,81.0,2016-01-28,2016-01-28
5214678538300421035,5214678538300421035,,SVN,2,2401.55,2015-08-23,2015-08-23
5214722587229228156,5214722587229228156,,ESP,2,644.2,2016-04-25,2016-05-09
5215982356392375956,5215982356392375956,,PRT,4,741.99,2017-06-08,2017-08-08
5217108443910860340,5217108443910860340,,GBR,4,1406.3000000000002,2015-10-22,2017-05-18
5218383739869860117,5218383739869860117,,IRL,3,296.79999999999995,2016-12-02,2016-12-02
5220039645470151583,5220039645470151583,,ESP,4,1020.0,2016-03-03,2016-03-04
5222422146033289562,5222422146033289562,,FRA,4,1563.1999999999998,2016-08-28,2017-06-12
5222475873007570220,5222475873007570220,,ESP,1,0.0,2016-05-17,2016-05-17
5223120562261891993,5223120562261891993,,PRT,1,164.0,2015-10-11,2015-10-11
5225800888587652149,5225800888587652149,,ESP,1,105.0,2016-10-26,2016-10-26
5227210202956287967,5227210202956287967,,ITA,2,896.9999999999999,2017-07-25,2017-08-15
5230852914496911454,5230852914496911454,,ESP,12,1275.0,2017-01-16,2017-01-18
5233446272798190838,5233446272798190838,,PRT,1,100.8,2016-04-06,2016-04-06
5233455019550333399,5233455019550333399,,KAZ,10,4188.3,2016-03-19,2017-07-11
5237322917801750917,5237322917801750917,,SWE,1,1300.5,2015-09-12,2015-09-12
5245141101189857476,5245141101189857476,,CHN,2,1601.2800000000002,2016-06-12,2016-08-24
5246083524048482841,5246083524048482841,,NGA,1,659.12,2016-09-01,2016-09-01
5248585363375240179,5248585363375240179,,EST,3,1445.76,2016-11-07,2016-11-07
5250848878122760925,5250848878122760925,,VEN,3,1255.4,2015-11-16,2017-04-06
5252865347751847208,5252865347751847208,,DZA,1,115.0,2017-07-05,2017-07-05
5253244500618920709,5253244500618920709,,PRT,3,743.0,2017-01-07,2017-01-08
5253774977380540091,5253774977380540091,,ESP,11,1186.88,2016-03-21,2017-08-30
5254972254402689945,5254972254402689945,,HUN,7,2274.46,2016-04-10,2017-07-06
5255929992740381242,5255929992740381242,,PRT,8,3992.6,2015-08-11,2015-08-17
5256301260384636391,5256301260384636391,,PRT,1,24.0,2015-08-05,2015-08-05
5258629952160414493,5258629952160414493,,DNK,2,967.55,2016-05-02,2016-07-25
5260551647705571187,5260551647705571187,,GBR,1,160.0,2016-12-24,2016-12-24
5261057466761424381,5261057466761424381,,BEL,1,8.0,2017-06-12,2017-06-12
5261415745090269293,5261415745090269293,,NOR,1,80.0,2016-07-21,2016-07-21
5263244226835640235,5263244226835640235,,ESP,1,96.0,2016-01-02,2016-01-02
5266313522615874429,5266313522615874429,,BLR,3,2557.77,2015-09-29,2016-12-23
5267511446389159341,5267511446389159341,,CHL,1,74.69,2015-11-15,2015-11-15
5271796551208694380,5271796551208694380,,TWN,4,1276.0,2017-07-09,2017-07-09
5271969241489004971,5271969241489004971,,CHN,1,70.0,2016-04-19,2016-04-19
5272176774104497195,5272176774104497195,,NLD,1,207.0,2016-02-19,2016-02-19
5274754914642620956,5274754914642620956,,CHN,1,433.5,2016-07-31,2016-07-31
5275014009916876281,5275014009916876281,,KOR,3,554.0,2016-03-03,2016-07-05
5279640503144117070,5279640503144117070,,PRT,2,86.0,2017-02-09,2017-02-09
5280559471998751449,5280559471998751449,,GBR,2,385.0,2016-02-10,2017-01-29
5282725540040172290,5282725540040172290,,ESP,3,162.0,2016-03-08,2016-03-09
5283432473738889651,5283432473738889651,,ESP,1,125.0,2016-09-01,2016-09-01
5284019791491206938,5284019791491206938,,PRT,1,67.24,2017-04-12,2017-04-12
5287187132551870320,5287187132551870320,,OMN,1,288.0,2016-05-08,2016-05-08
5289404954140043175,5289404954140043175,,CHL,2,1105.0,2015-11-10,2016-09-13
5290422550415928359,5290422550415928359,,MYS,1,256.5,2015-10-05,2015-10-05
5290686359096678141,5290686359096678141,,ESP,7,2172.0,2015-11-18,2015-11-18
5290740978461243883,5290740978461243883,,FRA,640,336909.98,2015-07-05,2017-08-28
5295216911384121830,5295216911384121830,,ESP,1,81.0,2016-02-19,2016-02-19
5297027378516878960,5297027378516878960,,ITA,1,178.0,2015-10-15,2015-10-15
5299274491102005433,5299274491102005433,,BEL,1,95.0,2016-04-07,2016-04-07
5300143505217839204,5300143505217839204,,ROU,1,390.0,2017-05-08,2017-05-08
5300205918880236010,5300205918880236010,,LUX,1,194.39999999999998,2016-07-11,2016-07-11
5302289217519023067,5302289217519023067,,IND,1,155.52,2016-11-03,2016-11-03
5303068549190497166,5303068549190497166,,ESP,1,220.0,2017-05-22,2017-05-22
5304113709135813360,5304113709135813360,,PRT,1,0.0,2016-04-19,2016-04-19
5305262114454366543,5305262114454366543,,PRT,2,177.75,2016-12-13,2016-12-20
5305687351946310620,5305687351946310620,,CHE,6,1421.0,2017-02-26,2017-05-07
5306807095554635577,5306807095554635577,,IRL,1,120.0,2017-03-18,2017-03-18
5307307314200937387,5307307314200937387,,IRL,3,1303.02,2015-10-03,2015-10-11
5307449163775340813,5307449163775340813,,GRC,8,3339.0,2016-06-21,2017-05-29
5309358994240820271,5309358994240820271,,FRA,5,378.0,2016-02-09,2016-02-09
5310210815031113659,5310210815031113659,,GBR,1,262.01,2016-04-09,2016-04-09
5312781331954840751,5312781331954840751,,PRT,1,95.0,2017-05-22,2017-05-22
5316238432511549341,5316238432511549341,,PRT,3,635.2,2016-09-16,2017-05-05
5318031484129259904,5318031484129259904,,BRA,1,1975.9599999999998,2017-06-10,2017-06-10
5321576366835277126,5321576366835277126,,IRL,1,551.97,2017-03-26,2017-03-26
5323178981245866160,5323178981245866160,,RUS,4,268.0,2016-10-18,2016-10-18
5326926970003558415,5326926970003558415,,PRT,3,530.0,2016-09-14,2016-09-15
5328814975526291302,5328814975526291302,,BEL,15,6181.55,2016-05-11,2017-07-31
5334124039675763205,5334124039675763205,,ESP,3,956.0,2016-02-28,2016-12-03
5335417182382207535,5335417182382207535,,SVK,1,608.4,2016-11-06,2016-11-06
5337000289612884707,5337000289612884707,,PRT,2,320.0,2017-04-09,2017-04-09
5338028252333420943,5338028252333420943,,PRT,1,190.0,2015-12-02,2015-12-02
5338288873716628526,5338288873716628526,,ROU,4,714.0,2015-10-11,2016-10-24
5338294803072477557,5338294803072477557,,FRA,4,540.0,2016-05-12,2016-05-12
5341510653655861453,5341510653655861453,,POL,4,1031.98,2015-09-28,2017-08-07
5343386672969266944,5343386672969266944,,PRT,3,827.4000000000001,2015-09-15,2015-09-15
5343459761819084215,5343459761819084215,,PRT,1,442.8,2015-07-08,2015-07-08
5346614370034568387,5346614370034568387,,CYM,1,162.0,2015-10-22,2015-10-22
5347641304390282350,5347641304390282350,,ITA,1,285.0,2017-05-30,2017-05-30
5348828976090567221,5348828976090567221,,TUR,2,672.0,2016-04-08,2017-08-21
5349430855351595237,5349430855351595237,,ROU,14,10752.619999999999,2015-07-02,2017-07-08
5349491323670623742,5349491323670623742,,PRT,1,95.0,2017-06-28,2017-06-28
5356227676686589265,5356227676686589265,,PRT,1,333.0,2015-10-28,2015-10-28
5356297129202784354,5356297129202784354,,UNK,2,77.0,2016-05-19,2017-03-28
5360716032086796744,5360716032086796744,,ESP,1,360.0,2017-05-02,2017-05-02
5362729512969581893,5362729512969581893,,ESP,1,114.0,2015-10-27,2015-10-27
5363314143968414692,5363314143968414692,,DEU,18,5571.9,2015-08-05,2017-06-13
5363508069707517851,5363508069707517851,,USA,156,65390.05,2015-07-01,2017-08-31
5364855698633031096,5364855698633031096,,MAR,1,180.0,2015-11-09,2015-11-09
5368475273672977869,5368475273672977869,,CRI,2,291.0,2015-11-01,2016-04-14
5371266331854024370,5371266331854024370,,ISL,1,150.0,2016-11-21,2016-11-21
5374584845544522418,5374584845544522418,,NLD,1,485.59000000000003,2017-04-23,2017-04-23
5375075388566542182,5375075388566542182,,SWE,1,170.0,2015-09-27,2015-09-27
5375542943614687240,5375542943614687240,,COL,36,12252.24,2016-02-12,2017-07-21
5375641700343469563,5375641700343469563,,ESP,1,190.0,2016-10-17,2016-10-17
5377528439044665673,5377528439044665673,,USA,1,390.0,2016-03-28,2016-03-28
5378234126585752063,5378234126585752063,,PRT,5,1262.0,2015-10-07,2016-12-27
5381969167596561801,5381969167596561801,,PRT,5,2188.75,2016-05-03,2016-09-12
5384188464788496036,5384188464788496036,,GBR,3,540.0,2017-06-07,2017-07-15
5386421059950496735,5386421059950496735,,ITA,1,622.65,2015-07-03,2015-07-03
5388149271648925838,5388149271648925838,,UKR,3,469.0,2015-08-23,2015-12-27
5390265857027781356,5390265857027781356,,ZAF,1,360.0,2017-06-25,2017-06-25
5395690586488888486,5395690586488888486,,PRT,2,280.0,2017-01-23,2017-03-27
5395818748649886743,5395818748649886743,,GBR,3,950.0,2017-08-20,2017-08-22
5397517931055601577,5397517931055601577,,PRT,2,280.0,2017-06-21,2017-06-25
5398137110135691475,5398137110135691475,,PRT,1,0.0,2017-04-20,2017-04-20
5398644581178553955,5398644581178553955,,PRT,1,41.0,2016-01-25,2016-01-25
5399013716473337375,5399013716473337375,,USA,1,90.4,2015-11-01,2015-11-01
5399156808835723379,5399156808835723379,,VNM,1,318.0,2016-07-08,2016-07-08
5399633905807183487,5399633905807183487,,NLD,1,336.0,2015-10-10,2015-10-10
5408367885259070013,5408367885259070013,,DEU,1,127.8,2016-04-29,2016-04-29
5408729594960893874,5408729594960893874,,POL,123,55659.45,2015-07-10,2017-08-24
5411115669135172618,5411115669135172618,,USA,5,1199.48,2017-01-12,2017-06-16
5411778896480197901,5411778896480197901,,PRT,1,300.0,2017-04-04,2017-04-04
5415730882625349402,5415730882625349402,,IRL,2,1095.5,2016-05-31,2016-05-31
5416002177430691384,5416002177430691384,,PRT,9,782.0,2016-04-26,2016-05-17
5416160972034742701,5416160972034742701,,PRT,12,443.0,2015-08-04,2016-06-15
5416580457699292230,5416580457699292230,,NLD,1,170.0,2015-09-29,2015-09-29
5418376122262908938,5418376122262908938,,CHE,3,1253.0,2015-07-21,2016-10-15
5418976568459510996,5418976568459510996,,LUX,1,68.0,2016-11-30,2016-11-30
5419528067926631813,5419528067926631813,,ALB,2,694.2,2016-04-25,2017-02-08
5423639724119553047,5423639724119553047,,CHL,1,330.0,2017-05-14,2017-05-14
5426389799190662622,5426389799190662622,,GBR,1,100.0,2017-06-08,2017-06-08
5426401627812436000,5426401627812436000,,CHN,11,3431.3,2015-08-18,2015-12-28
5429675668819792804,5429675668819792804,,ESP,16,2642.2,2015-10-19,2017-05-09
5431744247158028031,5431744247158028031,,HKG,19,4742.0,2016-04-14,2017-07-10
5431884562344233671,5431884562344233671,,PRT,5,197.0,2016-05-11,2017-05-25
5432324564947018660,5432324564947018660,,PRT,1,300.0,2016-04-10,2016-04-10
5433357493136032812,5433357493136032812,,NLD,15,14716.7,2015-08-03,2017-08-26
5434268365484621178,5434268365484621178,,TUR,3,736.64,2016-12-16,2017-08-18
5435710009694556443,5435710009694556443,,LUX,5,2743.0,2015-07-31,2016-08-01
5438412276199593187,5438412276199593187,,PRT,10,611.17,2015-11-24,2017-07-14
5440435861359557072,5440435861359557072,,ESP,10,1937.79,2015-12-26,2017-06-17
5440981701392832547,5440981701392832547,,DEU,3,665.2,2016-05-14,2017-08-07
5442680590234956043,5442680590234956043,,PRT,1,40.0,2017-02-18,2017-02-18
5445393222771062525,5445393222771062525,,UNK,1,30.0,2016-02-02,2016-02-02
5446774119084631680,5446774119084631680,,ESP,1,100.0,2017-06-27,2017-06-27
5456420079220943342,5456420079220943342,,PRT,2,190.0,2017-04-27,2017-06-22
5456972662156533981,5456972662156533981,,GBR,1,162.0,2016-02-04,2016-02-04
5457045259230446798,5457045259230446798,,IND,3,211.0,2016-01-29,2017-05-20
5457982365173543915,5457982365173543915,,PHL,6,2876.6,2015-12-31,2017-05-08
5462020000627642653,5462020000627642653,,PRT,1,0.0,2017-04-21,2017-04-21
5464030135092398236,5464030135092398236,,NLD,24,12844.91,2015-07-20,2017-07-18
5464868086266156699,5464868086266156699,,FRA,1,467.59999999999997,2016-04-27,2016-04-27
5465441701475004418,5465441701475004418,,BLR,1,289.0,2017-08-11,2017-08-11
5469833679571504823,5469833679571504823,,BGR,1,154.0,2016-03-09,2016-03-09
5471003669664893679,5471003669664893679,,IRQ,1,324.0,2017-05-02,2017-05-02
5471628688379950753,5471628688379950753,,FRA,2,942.1,2015-09-13,2015-09-21
5473580440309857470,5473580440309857470,,POL,2,180.0,2016-11-28,2016-11-28
5476633789148275891,5476633789148275891,,PRT,1,90.0,2017-06-06,2017-06-06
5477933368185145799,5477933368185145799,,CHE,12,4774.59,2016-02-21,2017-07-15
5478140296243715199,5478140296243715199,,CHE,1,46.0,2016-05-19,2016-05-19
5478647299675855456,5478647299675855456,,UNK,6,4049.41,2015-07-09,2016-12-23
5479495006684056697,5479495006684056697,,PRT,4,490.45000000000005,2016-09-19,2016-09-19
5480869435348011627,5480869435348011627,,GBR,1,14.0,2016-12-02,2016-12-02
5481092304918000674,5481092304918000674,,UKR,33,16193.02,2015-09-25,2017-07-31
5483526534050141630,5483526534050141630,,CHE,5,2138.4,2016-07-16,2017-08-01
5486770528828450570,5486770528828450570,,PRT,1,70.0,2017-02-21,2017-02-21
5489511936049955037,5489511936049955037,,DEU,6,443.54,2016-06-09,2017-05-12
5490029248367152161,5490029248367152161,,CMR,3,1427.7199999999998,2016-10-24,2017-07-22
5491631956356852854,5491631956356852854,,CHN,1,120.0,2015-12-29,2015-12-29
5493915714097151682,5493915714097151682,,AGO,2,750.0,2017-03-06,2017-03-28
5495687798261328722,5495687798261328722,,FRA,43,9254.05,2015-09-24,2016-10-07
5498702352739292475,5498702352739292475,,PRT,50,39584.53,2016-03-16,2017-08-28
5499530684407589435,5499530684407589435,,PRT,48,2100.7,2015-11-27,2017-08-27
5500358546859724704,5500358546859724704,,NZL,2,676.02,2017-05-31,2017-07-12
5500955245189460401,5500955245189460401,,ESP,1,312.0,2017-02-15,2017-02-15
5503230855600058028,5503230855600058028,,COL,1,446.4,2017-05-11,2017-05-11
5503581083392329058,5503581083392329058,,PRT,1,79.0,2016-06-30,2016-06-30
5508601195742791160,5508601195742791160,,FRA,1,238.0,2016-09-19,2016-09-19
5508813816281508674,5508813816281508674,,ITA,1,650.65,2017-05-01,2017-05-01
5509246872887157143,5509246872887157143,,CHE,1,615.0,2016-04-11,2016-04-11
5509707438049713794,5509707438049713794,,CHN,71,31894.77,2015-07-06,2017-04-24
5512542239926086683,5512542239926086683,,GBR,52,21803.05,2015-07-24,2017-08-01
5513573002036255732,5513573002036255732,,GBR,67,19753.25,2015-10-17,2017-08-31
5515930408143316873,5515930408143316873,,UNK,1,60.0,2016-03-07,2016-03-07
5517280447086899704,5517280447086899704,,USA,7,1338.5,2015-10-22,2017-07-08
5517508810517995012,5517508810517995012,,PRT,16,3946.63,2015-08-28,2017-04-14
5520116980650825095,5520116980650825095,,DEU,2,746.1,2017-01-06,2017-05-06
5522155395329218133,5522155395329218133,,DEU,1,238.0,2017-03-19,2017-03-19
5523419754633546479,5523419754633546479,,PRT,3,324.0,2016-02-08,2016-02-09
5526661743849392906,5526661743849392906,,GBR,1,316.8,2017-03-12,2017-03-12
5530025741039815945,5530025741039815945,,FRA,6,3110.0,2016-09-06,2016-09-08
5530497673857393908,5530497673857393908,,FRA,4034,1803184.52,2015-07-29,2017-08-31
5530510723405196461,5530510723405196461,,PRT,3,579.9,2015-08-05,2015-08-16
5531137655159327706,5531137655159327706,,NLD,1,300.0,2017-04-05,2017-04-05
5533905902382364470,5533905902382364470,,PRT,8,482.4,2015-10-14,2017-03-22
5534503048227811349,5534503048227811349,,ESP,1,39.0,2016-04-14,2016-04-14
5535993623824740645,5535993623824740645,,NZL,2,1441.8600000000001,2015-08-10,2015-10-18
5536647297561148376,5536647297561148376,,HUN,2,547.2,2016-10-05,2017-03-02
5538974128542150878,5538974128542150878,,SVK,1,652.0,2015-09-27,2015-09-27
5539037947329582830,5539037947329582830,,AUS,10,2199.0,2015-09-28,2017-03-24
5539656199023077106,5539656199023077106,,UNK,2,88.0,2016-01-27,2016-12-11
5539773061265413136,5539773061265413136,,ROU,1,180.0,2016-05-26,2016-05-26
5540958379208642241,5540958379208642241,,CHN,1,117.9,2015-07-07,2015-07-07
5543670013166040427,5543670013166040427,,CHN,1,75.0,2016-12-29,2016-12-29
5544809629842731832,5544809629842731832,,GBR,50,13883.05,2015-11-02,2017-08-09
5545500302749140720,5545500302749140720,,AUT,10,3144.19,2015-08-26,2016-07-03
5546204884661208257,5546204884661208257,,JPN,3,1270.9499999999998,2016-05-02,2017-06-06
5546652272471315745,5546652272471315745,,ESP,2,768.0,2015-11-03,2015-11-03
5549014785833883396,5549014785833883396,,PRT,563,191729.55,2015-08-06,2016-11-20
5549442761397002793,5549442761397002793,,PRT,4,78.0,2015-12-17,2016-01-12
5550858744321643441,5550858744321643441,,GRC,50,24036.88,2015-10-19,2017-08-31
5552610903886405935,5552610903886405935,,PRT,51,11983.0,2016-03-03,2017-04-22
5555305165191606706,5555305165191606706,,PRT,16,9918.75,2015-07-01,2015-10-26
5558436988537318412,5558436988537318412,,GBR,1,256.0,2016-02-25,2016-02-25
5558703210431802738,5558703210431802738,,IRL,32,10448.8,2015-10-19,2017-08-17
5562004493790980408,5562004493790980408,,PRT,3,0.0,2016-01-18,2017-01-11
5562551298630032884,5562551298630032884,,POL,1,85.0,2016-05-23,2016-05-23
5562996113198455567,5562996113198455567,,BRA,180,62849.659999999996,2015-07-29,2017-08-24
5563843294537166158,5563843294537166158,,AZE,10,3789.91,2016-03-08,2017-08-13
5564775872704814861,5564775872704814861,,ROU,2,424.56000000000006,2016-03-03,2016-08-26
5569310270661475457,5569310270661475457,,ESP,1,143.0,2016-07-06,2016-07-06
5571882769745647462,5571882769745647462,,FRA,3,620.0,2017-04-25,2017-06-27
5573674386999415773,5573674386999415773,,PRT,12,2288.4,2015-12-09,2017-05-03
5577317754724025677,5577317754724025677,,PRT,3,674.25,2015-08-05,2016-07-13
5577677997130449284,5577677997130449284,,POL,1,49.1,2017-01-22,2017-01-22
5579837580947926729,5579837580947926729,,SVK,2,652.72,2016-04-18,2016-09-05
5581541766194336919,5581541766194336919,,PRT,3,240.0,2015-09-15,2016-03-16
5581655184529866079,5581655184529866079,,BGR,1,243.0,2016-11-25,2016-11-25
5588661757708163360,5588661757708163360,,PRT,9,1462.0,2016-03-14,2017-04-03
5589972130800929218,5589972130800929218,,CHE,1,129.0,2016-04-13,2016-04-13
5591395588342633424,5591395588342633424,,LBN,1,111.6,2015-10-02,2015-10-02
5591907950738499412,5591907950738499412,,CHE,22,23488.7,2015-08-01,2017-08-27
5593866747206053854,5593866747206053854,,BRA,3,1352.05,2017-02-10,2017-07-23
5597304732593581383,5597304732593581383,,DZA,2,1949.9499999999998,2015-08-08,2015-09-28
5610173451032849968,5610173451032849968,,ITA,1,300.24,2016-10-28,2016-10-28
5613396497099059350,5613396497099059350,,PRT,1,25.0,2016-01-12,2016-01-12
5613492763271575151,5613492763271575151,,PRT,1,42.0,2016-11-03,2016-11-03
5614368545648039661,5614368545648039661,,DEU,39,17165.54,2015-09-03,2017-08-19
5614879695861158413,5614879695861158413,,GBR,8,2338.6400000000003,2016-02-04,2016-12-20
5615270661723344951,5615270661723344951,,NZL,1,352.8,2017-05-06,2017-05-06
5619639200856461471,5619639200856461471,,FRA,1,95.0,2017-03-14,2017-03-14
5620079430748455666,5620079430748455666,,PRT,2,64.0,2016-04-14,2016-12-23
5623075460862905795,5623075460862905795,,ITA,1,149.01,2017-01-29,2017-01-29
5624102683170147427,5624102683170147427,,NLD,1,0.0,2017-06-28,2017-06-28
5624977064312992921,5624977064312992921,,IRL,1,1773.24,2017-07-26,2017-07-26
5627658078896997806,5627658078896997806,,NLD,8,1281.6,2016-09-25,2017-03-17
5630790942848145483,5630790942848145483,,PRT,4,520.0,2015-07-27,2015-08-04
5630829296114729471,5630829296114729471,,PRT,4,720.0,2015-10-07,2015-10-09
5634322433641922711,5634322433641922711,,PRT,1,80.0,2017-02-21,2017-02-21
5634521932391670893,5634521932391670893,,PRT,1,63.0,2016-05-23,2016-05-23
5637115249299496191,5637115249299496191,,PRT,8,888.5,2015-07-17,2017-07-25
5640963591203726295,5640963591203726295,,ITA,1,85.0,2015-12-10,2015-12-10
5641692387933515313,5641692387933515313,,NZL,3,549.0,2015-09-16,2015-09-16
5642522268617500583,5642522268617500583,,FRA,264,75087.99,2015-07-06,2017-08-27
5642634170443506369,5642634170443506369,,ALB,2,588.6,2017-01-09,2017-01-09
5642674419268059855,5642674419268059855,,ITA,1,624.0,2015-11-03,2015-11-03
5644671696890481857,5644671696890481857,,PRT,3,436.0,2016-11-14,2017-04-10
5647540635056175838,5647540635056175838,,PRT,4219,2080617.77,2015-07-01,2017-08-30
5649614945009904974,5649614945009904974,,PRT,3,1128.0,2015-11-04,2015-11-11
5650466432030513191,5650466432030513191,,PRT,2,175.0,2017-01-30,2017-04-11
5650665813597867564,5650665813597867564,,ITA,1,115.0,2017-04-28,2017-04-28
5652876795646890436,5652876795646890436,,IRL,30,18306.12,2016-04-08,2017-08-28
5657842120974140133,5657842120974140133,,ESP,9,1424.4,2017-05-16,2017-07-27
5661286288136728557,5661286288136728557,,PRT,3,2162.88,2015-08-07,2016-11-04
5661539156899260416,5661539156899260416,,PRT,1,0.0,2016-04-11,2016-04-11
5662918846731780845,5662918846731780845,,GBR,4,2284.3999999999996,2017-04-10,2017-07-29
5662948104395721609,5662948104395721609,,USA,2,459.0,2017-05-07,2017-05-07
5666831257128750044,5666831257128750044,,PRT,10,1625.0,2016-03-17,2016-09-27
5667583145411861894,5667583145411861894,,PRT,1,255.0,2015-10-09,2015-10-09
5667949710038404352,5667949710038404352,,PRT,1,0.0,2016-10-18,2016-10-18
5669713413577363597,5669713413577363597,,GBR,1,200.0,2016-10-05,2016-10-05
5670725332357875010,5670725332357875010,,BRA,1,441.0,2016-07-19,2016-07-19
5671506580768640561,5671506580768640561,,CHN,1,210.09,2016-10-29,2016-10-29
5671561392918631976,5671561392918631976,,PRT,2,78.0,2016-12-14,2016-12-14
5671706542879897621,5671706542879897621,,BRA,7,1400.0,2016-01-24,2016-01-25
5672879880218393713,5672879880218393713,,KNA,1,228.8,2017-07-04,2017-07-04
5673192352153790647,5673192352153790647,,GBR,1,168.0,2017-02-22,2017-02-22
5674398061394711443,5674398061394711443,,ESP,4,108.0,2016-02-27,2016-12-08
5674559058841791965,5674559058841791965,,PRT,2,0.0,2016-12-08,2016-12-08
5678293106118245723,5678293106118245723,,GBR,1,575.0,2017-08-20,2017-08-20
5684603016078192799,5684603016078192799,,FRA,22,7192.49,2015-12-27,2017-08-17
5685274901944048964,5685274901944048964,,PRT,1,61.0,2016-02-22,2016-02-22
5685566448359218722,5685566448359218722,,USA,1,136.0,2017-02-17,2017-02-17
5692705481890703707,5692705481890703707,,PRT,1,360.0,2017-04-14,2017-04-14
5694800026484131933,5694800026484131933,,USA,1,300.0,2016-02-05,2016-02-05
5695558846464555472,5695558846464555472,,DNK,13,6572.1,2016-03-19,2017-08-10
5696985634731520811,5696985634731520811,,GBR,9,4457.82,2017-01-01,2017-07-05
5699488174836957585,5699488174836957585,,PRT,1,35.0,2017-03-28,2017-03-28
5703814026364851865,5703814026364851865,,MOZ,1,95.0,2016-11-24,2016-11-24
